Transaction_ID,Order_Date,Customer_Name,Customer_Email,Product_SKU,Category,Quantity,Unit_Price,Gross_Sales,Discount_Pct,Net_Revenue,Payment_Type,Shipping_State,Shipping_City,Zip_Code,Order_Status,Return_Reason,Customer_Type,Coupon_Used,Store_Region,Loyalty_Pts,Notes
TXN-80178,11/18/2023,"doe, john",user1702@gmail.com,00470,Home & Kitchen,2,$25.45,$1325.26,0,303.51,Credit Card,FL,Chicago,25932,Refunded,Size,Returning,None,North,243,
TXN-80447,10/22/2023,Alice Brown,user1703@gmail.com,00796,Electronics,4,$495.28,$1607.42,0,904.35,apple_pay,il,Chicago,50141,Refunded,None,Returning,,West,188,
TXN-16051,1/1/2023,J. Doe,user1704@gmail.com,232,electronics,3,$352.39,$649.58,6%,1450.12,Credit Card,Florida,San Francisco,66846,shipped,Late,New,FREESHIP,North,813,
TXN-95748,2023-11-18,"SMITH, JANE",user1705@gmail.com,00428,Electronics,2,$116.18,$509.63,0,563.26,Credit Card,Illinois,San Francisco,91555,cancelled,Late,Returning,,East,N/A,
TXN-44018,6/14/2023,"SMITH, JANE",user1706@gmail.com,00583,Home & Kitchen,5,$203.76,$1007.65,0,1235.83,STRIPE,NY,Miami,66070,Refunded,Defective,Returning,WELCOME5,West,456,
TXN-99699,2/23/2023,Alice Brown,user1707@gmail.com,00613,Toys,4,$377.54,$1769.69,0,368.37,cc,FL,San Francisco,27625,Refunded,None,New,,West,556,
TXN-38673,1/12/2023,J. Doe,user1708@gmail.com,00606,Home & Kitchen,4,$58.24,$1316.71,20%,1123.69,Credit Card,NY,NYC,38497,cancelled,None,Returning,SUMMER10,East,304,
TXN-61246,7/6/2023,Jane Smith,user1709@gmail.com,00534,Home & Kitchen,2,$10.42,$1927.14,0,174.57,apple_pay,FL,San Francisco,99679,cancelled,Size,Returning,,North,383,
124322,2023-05-17,"doe, john", ,00215,Toys,4,$495.27,$1605.68,0,318.74,apple_pay,TX,Miami,13566,cancelled,None,New,FREESHIP,West,N/A,
TXN-80601,10/13/2023,"SMITH, JANE",user1711@gmail.com,00622,Beauty,1,$116.06,$1326.81,0,1171.32,PayPal,CA,San Francisco,46477,PENDING,Size,Returning,,West,699,
TXN-89082,11/8/2023,Jane Smith,user1712@gmail.com,846,Home & Kitchen,1,$385.10,$1364.98,10%,1122.76,PayPal,Illinois,San Francisco,96680,shipped,None,Returning,SUMMER10,West,337,
TXN-88421,4/9/2023,John Doe,user1713@gmail.com,00144,Apparel,1,$194.79,$1904.96,0,226.28,Credit Card,California,Chicago,69200,shipped,Size,New,,Northeast,160,
TXN-46800,8/4/2023,"SMITH, JANE",user1714@gmail.com,00297,Electronics,1,$272.87,$1169.53,0,879.25,apple_pay,CA,Miami,53865,Refunded,,Returning,FREESHIP,Northeast,488,
TXN-47337,2023-10-20,Jane Smith,user1715@gmail.com,00739,Toys,1,$164.70,$1894.79,0,210.88,apple_pay,California,San Francisco,46589,PENDING,None,Returning,,East,N/A,
TXN-64723,6/17/2023,Alice Brown,user1716@gmail.com,00197,toys,5,$271.92,$653.01,5%,654.68,apple_pay,New York,Austin,63265,shipped,Defective,New,None,South,848,
TXN-22336,3/20/2023,Jane Smith,user1717@gmail.com,00475,Apparel,4,$410.81,$1617.27,0,1132.41,Credit Card,FL,Chicago,49988,PENDING,None,Returning,,South,499,
TXN-83472,9/3/2023,John Doe,user1718@gmail.com,00687,Home & Kitchen,5,$427.94,$1565.79,0,975.92,STRIPE,CA,Miami,79520,shipped,Defective,Returning,SUMMER10,South,658,
TXN-11699,8/3/2023,Jane Smith,user1719@gmail.com,00605,Apparel,2,$399.72,$1543.41,0,181.23,PayPal,New York,Miami,25798,shipped,Defective,New,,West,628,
169059,2023-06-09,"SMITH, JANE",user1720@gmail.com,137,Electronics,3,$347.73,$1752.19,12%,,apple_pay,NY,Chicago,56826,cancelled,Late,Returning,FREESHIP,Northeast,N/A,
TXN-39479,6/23/2023,Jane Smith,user1721@gmail.com,00940,Home & Kitchen,5,$459.36,$1322.24,0,1247.99,PayPal,Florida,Austin,38551,PENDING,Size,Returning,,South,932,
TXN-52225,6/4/2023,Jane Smith,user1722@gmail.com,00928,Apparel,1,$418.48,$1550.85,0,284.54,STRIPE,California,Austin,74688,Refunded,Size,New,SUMMER10,South,723,
TXN-34624,7/26/2023,John Doe,user1723@gmail.com,00224,Books,5,$203.63,$1357.17,0,399.07,cc,California,NYC,82726,cancelled,Late,Returning,,South,96,
TXN-51150,7/7/2023,John Doe,user1724@gmail.com,00717,Home & Kitchen,1,$448.43,$1701.47,17%,786.76,cc,Illinois,San Francisco,95277,PENDING,None,Returning,FREESHIP,East,903,
TXN-85929,2023-09-15,"doe, john", ,00744,Apparel,1,$285.58,$1623.89,0,911.97,PayPal,California,Miami,73367,shipped,Late,New,,North,N/A,
TXN-64858,7/17/2023,John Doe,user1726@gmail.com,00168,Home & Kitchen,2,$481.87,$1205.70,0,1402.12,apple_pay,CA,Miami,27836,Completed,None,Returning,WELCOME5,East,998,
TXN-11468,12/6/2023,J. Doe,user1727@gmail.com,00235,Books,2,$326.71,$1602.46,0,1418.19,Credit Card,Illinois,Chicago,40085,Completed,None,Returning,,South,189,
TXN-40761,7/11/2023,J. Doe,user1728@gmail.com,114,electronics,5,$58.94,$1686.35,14%,410,cc,il,Austin,30355,Completed,Size,New,FREESHIP,South,827,
TXN-58215,1/23/2023,"SMITH, JANE",user1729@gmail.com,00415,Beauty,4,$182.01,$1841.67,0,145.38,STRIPE,FL,San Francisco,54087,Refunded,Late,Returning,,North,627,
175491,2023-05-04,J. Doe,user1730@gmail.com,00606,Apparel,2,$314.29,$1430.06,0,106.78,PayPal,Florida,San Francisco,51932,cancelled,Size,Returning,FREESHIP,East,N/A,
TXN-22234,11/21/2023,"SMITH, JANE",user1731@gmail.com,00157,Toys,2,$198.92,$614.14,0,1353.71,Credit Card,CA,NYC,51721,Refunded,Late,New,,Northeast,273,
TXN-33755,12/19/2023,"SMITH, JANE",user1732@gmail.com,00279,Electronics,2,$128.51,$1073.35,17%,654.85,apple_pay,Illinois,NYC,32004,PENDING,Late,Returning,WELCOME5,South,550,
TXN-60295,2/19/2023,J. Doe,user1733@gmail.com,00195,Electronics,5,$393.39,$787.81,0,1018.44,STRIPE,New York,Austin,26622,cancelled,Size,Returning,,East,2,
TXN-59616,7/22/2023,"doe, john",user1734@gmail.com,00624,Books,2,$142.38,$786.97,0,1210.87,STRIPE,il,Chicago,40156,shipped,Late,New,WELCOME5,West,379,
TXN-23438,2023-12-17,Jane Smith,user1735@gmail.com,00546,Toys,3,$368.51,$1261.60,0,1166.31,cc,TX,NYC,47260,shipped,,Returning,,South,N/A,
TXN-60294,10/5/2023,"SMITH, JANE",user1736@gmail.com,437,Apparel,1,$230.39,$806.30,5%,870.65,cc,NY,Chicago,93047,PENDING,,Returning,FREESHIP,Northeast,278,
TXN-72862,11/28/2023,John Doe,user1737@gmail.com,00354,Toys,4,$405.27,$1407.57,0,1440.65,cc,Texas,NYC,52299,PENDING,Defective,New,,West,414,
TXN-53009,1/9/2023,Jane Smith,user1738@gmail.com,00227,Toys,5,$108.69,$556.45,0,891.96,STRIPE,Texas,Austin,27874,PENDING,,Returning,None,South,956,
TXN-46014,5/24/2023,Alice Brown,user1739@gmail.com,00725,Books,4,$336.81,$1274.52,0,656.12,apple_pay,Illinois,Chicago,90123,PENDING,Late,Returning,,West,16,
153553,2023-12-04,Jane Smith, ,00817,books,1,$437.37,$1799.81,18%,,STRIPE,CA,San Francisco,44191,PENDING,None,New,SUMMER10,North,N/A,
TXN-13449,4/26/2023,"SMITH, JANE",user1741@gmail.com,00366,Books,4,$60.29,$1088.28,0,1245.61,apple_pay,FL,Austin,10006,cancelled,Defective,Returning,,Northeast,745,
TXN-76215,7/1/2023,Alice Brown,user1742@gmail.com,00198,Beauty,4,$334.47,$891.14,0,1331.36,PayPal,New York,Austin,37195,cancelled,,Returning,None,Northeast,529,
TXN-52947,1/9/2023,J. Doe,user1743@gmail.com,00877,Electronics,3,$392.95,$1112.79,0,1064.04,PayPal,Florida,Austin,50745,Completed,Size,New,,East,922,
TXN-33323,9/14/2023,John Doe,user1744@gmail.com,582,Books,5,$298.04,$1849.26,19%,195.31,Credit Card,NY,Austin,17300,shipped,,Returning,FREESHIP,West,438,
TXN-32600,2023-07-28,J. Doe,user1745@gmail.com,00626,Electronics,4,$382.69,$874.05,0,973.77,STRIPE,New York,Miami,83306,Completed,None,Returning,,South,N/A,
TXN-52346,9/12/2023,"doe, john",user1746@gmail.com,00119,Books,1,$20.65,$619.20,0,1148.55,apple_pay,il,Chicago,59462,PENDING,Late,New,SUMMER10,Northeast,664,
TXN-37314,1/25/2023,J. Doe,user1747@gmail.com,00758,Toys,3,$82.24,$1802.34,0,1065.09,apple_pay,Texas,Chicago,59289,Refunded,Defective,Returning,,South,396,
TXN-52932,7/5/2023,John Doe,user1748@gmail.com,00298,Books,4,$115.66,$956.07,14%,324.81,STRIPE,TX,Miami,76672,PENDING,None,Returning,WELCOME5,South,107,
TXN-80414,2/22/2023,"doe, john",user1749@gmail.com,00300,Home & Kitchen,3,$225.47,$1132.52,0,720.4,Credit Card,Florida,NYC,26257,Refunded,Late,New,,East,887,
146835,2023-08-15,Jane Smith,user1750@gmail.com,00277,Books,4,$446.19,$1082.19,0,1415.37,apple_pay,il,Austin,15392,PENDING,,Returning,None,West,N/A,Call customer
TXN-44729,8/25/2023,J. Doe,user1751@gmail.com,00727,Apparel,3,$328.53,$1911.42,0,1260.57,cc,NY,Chicago,56418,shipped,None,Returning,,West,806,
TXN-43259,1/25/2023,"doe, john",user1752@gmail.com,587,beauty,4,$215.75,$1212.98,5%,405.06,PayPal,CA,Miami,65214,Refunded,Late,New,SUMMER10,East,611,
TXN-68346,6/7/2023,J. Doe,user1753@gmail.com,00190,Electronics,3,$379.65,$1649.80,0,981.09,PayPal,CA,Chicago,87117,Completed,Defective,Returning,,North,584,
TXN-46406,12/2/2023,Jane Smith,user1754@gmail.com,00481,Beauty,3,$365.73,$725.02,0,1119.85,cc,Texas,NYC,78856,cancelled,None,Returning,FREESHIP,South,350,
TXN-33631,2023-04-28,Alice Brown, ,00233,Beauty,4,$492.09,$1446.95,0,1373.98,Credit Card,CA,Austin,71133,Completed,,New,,North,N/A,
TXN-19193,1/24/2023,"doe, john",user1756@gmail.com,00934,Apparel,5,$494.90,$1498.51,18%,125.92,STRIPE,Illinois,Chicago,84409,PENDING,None,Returning,FREESHIP,North,88,
TXN-81777,2/22/2023,J. Doe,user1757@gmail.com,00614,Home & Kitchen,4,$395.90,$915.02,0,645.31,cc,TX,Miami,68809,Refunded,Defective,Returning,,Northeast,658,
TXN-94922,7/17/2023,Jane Smith,user1758@gmail.com,00784,Electronics,3,$363.07,$1599.62,0,623.3,apple_pay,il,NYC,90492,Completed,Late,New,WELCOME5,East,413,
TXN-54969,10/19/2023,J. Doe,user1759@gmail.com,00117,Toys,5,$43.22,$1577.49,0,1055.06,PayPal,CA,NYC,85268,shipped,None,Returning,,West,930,
137456,2023-01-11,J. Doe,user1760@gmail.com,958,Beauty,2,$315.34,$1133.50,9%,,Credit Card,TX,San Francisco,56472,Completed,Size,Returning,SUMMER10,Northeast,N/A,
TXN-60927,7/2/2023,J. Doe,user1761@gmail.com,00596,Apparel,4,$435.13,$819.82,0,890.26,Credit Card,TX,Miami,75580,cancelled,Size,New,,East,466,
TXN-49220,5/27/2023,"doe, john",user1762@gmail.com,00102,Home & Kitchen,3,$306.80,$923.04,0,34.86,PayPal,New York,Chicago,73026,shipped,Late,Returning,SUMMER10,Northeast,937,
TXN-99385,12/25/2023,Jane Smith,user1763@gmail.com,00523,Apparel,4,$244.74,$643.27,0,144.36,PayPal,Texas,San Francisco,76254,shipped,Defective,Returning,,South,363,
TXN-77386,6/7/2023,J. Doe,user1764@gmail.com,00528,apparel,5,$409.21,$1023.89,16%,960.17,Credit Card,Florida,Chicago,88946,cancelled,Late,New,SUMMER10,Northeast,535,
TXN-49791,2023-12-22,John Doe,user1765@gmail.com,00274,Toys,4,$171.84,$1711.48,0,1260.86,Credit Card,FL,Miami,55241,PENDING,Size,Returning,,South,N/A,
TXN-80521,4/28/2023,John Doe,user1766@gmail.com,00701,Home & Kitchen,3,$270.92,$1931.89,0,146.63,Credit Card,CA,NYC,79844,Completed,Late,Returning,None,South,265,
TXN-26663,12/20/2023,"doe, john",user1767@gmail.com,00419,Home & Kitchen,1,$347.68,$1814.45,0,865.61,PayPal,CA,Chicago,23317,shipped,Defective,New,,Northeast,321,
TXN-30281,8/7/2023,J. Doe,user1768@gmail.com,192,Electronics,3,$364.63,$632.18,12%,134.93,cc,Texas,NYC,17074,Completed,Late,Returning,WELCOME5,North,194,
TXN-17718,5/10/2023,John Doe,user1769@gmail.com,00560,Beauty,5,$53.10,$1568.32,0,1341.62,STRIPE,FL,Austin,90466,PENDING,Late,Returning,,East,327,
159849,2023-07-24,Alice Brown, ,00542,Home & Kitchen,3,$169.51,$1829.52,0,188.32,STRIPE,NY,Chicago,87465,Completed,Size,New,None,Northeast,N/A,
TXN-88374,5/11/2023,"doe, john",user1771@gmail.com,00156,Beauty,3,$345.37,$1902.40,0,1376.87,Credit Card,CA,Miami,23715,Refunded,None,Returning,,Northeast,95,
TXN-12263,1/25/2023,Alice Brown,user1772@gmail.com,00844,Toys,2,$88.42,$875.09,8%,612.7,PayPal,FL,Chicago,26507,shipped,Defective,Returning,None,East,950,
TXN-93628,7/6/2023,Alice Brown,user1773@gmail.com,00900,Beauty,5,$288.56,$1072.19,0,227.56,STRIPE,New York,Austin,75086,PENDING,Defective,New,,North,11,
TXN-55254,10/8/2023,"doe, john",user1774@gmail.com,00777,Books,3,$251.22,$1640.10,0,831.39,apple_pay,CA,NYC,30696,shipped,Defective,Returning,SUMMER10,West,934,
TXN-45039,2023-09-11,"SMITH, JANE",user1775@gmail.com,00605,Books,2,$134.50,$787.06,0,699.99,Credit Card,NY,Chicago,55829,Completed,Late,Returning,,East,N/A,
TXN-34414,12/26/2023,John Doe,user1776@gmail.com,439,books,5,$443.45,$1704.26,5%,1062.68,PayPal,il,Miami,12088,Refunded,Defective,New,FREESHIP,Northeast,29,
TXN-32741,3/9/2023,John Doe,user1777@gmail.com,00528,Apparel,3,$444.34,$895.24,0,1432.38,apple_pay,Illinois,Austin,15460,PENDING,Defective,Returning,,East,891,
TXN-20935,11/17/2023,Alice Brown,user1778@gmail.com,00698,Toys,3,$223.47,$1944.41,0,396.78,Credit Card,California,Miami,53152,cancelled,None,Returning,WELCOME5,South,527,
TXN-83251,8/17/2023,"SMITH, JANE",user1779@gmail.com,00622,Beauty,4,$180.32,$1545.89,0,1367.87,STRIPE,Illinois,NYC,19708,shipped,None,New,,North,426,
184823,2023-03-05,"SMITH, JANE",user1780@gmail.com,00123,Electronics,1,$401.69,$1802.20,17%,,Credit Card,TX,Miami,87217,cancelled,None,Returning,SUMMER10,Northeast,N/A,
TXN-90661,1/7/2023,"SMITH, JANE",user1781@gmail.com,00117,Home & Kitchen,3,$69.41,$1581.55,0,391.96,STRIPE,Illinois,Austin,42229,PENDING,Size,Returning,,Northeast,296,
TXN-50375,2/19/2023,Alice Brown,user1782@gmail.com,00871,Electronics,3,$235.20,$1345.04,0,81.19,cc,New York,Austin,67737,shipped,,New,WELCOME5,Northeast,367,
TXN-22186,12/14/2023,Jane Smith,user1783@gmail.com,00320,Books,1,$411.84,$997.07,0,339.38,apple_pay,Florida,San Francisco,82953,cancelled,,Returning,,Northeast,413,
TXN-92154,9/24/2023,Jane Smith,user1784@gmail.com,954,Apparel,4,$347.50,$723.87,10%,557.66,STRIPE,NY,NYC,78883,shipped,,Returning,SUMMER10,North,539,
TXN-38617,2023-03-08,J. Doe, ,00314,Electronics,4,$450.16,$1271.36,0,646.37,cc,FL,Miami,63674,Refunded,,New,,North,N/A,
TXN-90060,7/9/2023,J. Doe,user1786@gmail.com,00920,Toys,2,$245.02,$903.20,0,428.28,cc,Illinois,Miami,53872,shipped,Defective,Returning,WELCOME5,East,651,
TXN-36301,2/16/2023,J. Doe,user1787@gmail.com,00452,Books,3,$303.85,$737.96,0,759.39,STRIPE,Florida,Austin,80444,Refunded,Late,Returning,,North,990,
TXN-99893,2/23/2023,Alice Brown,user1788@gmail.com,00398,toys,4,$345.11,$1974.14,10%,648.53,cc,California,San Francisco,90884,PENDING,None,New,None,East,342,
TXN-39362,5/20/2023,Jane Smith,user1789@gmail.com,00464,Apparel,1,$386.08,$1667.97,0,659.39,Credit Card,Illinois,Miami,67750,PENDING,,Returning,,West,243,
194715,2023-01-26,John Doe,user1790@gmail.com,00679,Home & Kitchen,3,$370.84,$1727.26,0,100.93,Credit Card,FL,NYC,14933,Completed,Late,Returning,None,South,N/A,
TXN-32616,5/5/2023,"doe, john",user1791@gmail.com,00636,Apparel,5,$398.02,$822.45,0,1160.72,STRIPE,NY,Miami,60013,Refunded,,New,,North,581,
TXN-92369,9/25/2023,J. Doe,user1792@gmail.com,546,Books,1,$477.91,$1706.70,6%,419.15,PayPal,New York,Austin,82554,Completed,Defective,Returning,FREESHIP,South,449,
TXN-41720,6/26/2023,"SMITH, JANE",user1793@gmail.com,00508,Beauty,4,$61.12,$1018.88,0,399.21,apple_pay,CA,Austin,42118,PENDING,Size,Returning,,West,41,
TXN-90616,7/16/2023,J. Doe,user1794@gmail.com,00865,Beauty,2,$252.93,$572.12,0,505.81,PayPal,FL,Austin,91795,PENDING,Defective,New,SUMMER10,Northeast,707,
TXN-30074,2023-12-17,J. Doe,user1795@gmail.com,00518,Beauty,2,$403.48,$1046.65,0,73.43,Credit Card,Texas,Austin,95066,shipped,,Returning,,South,N/A,
TXN-12570,11/16/2023,Jane Smith,user1796@gmail.com,00448,Apparel,5,$77.99,$1871.28,17%,281.77,cc,New York,Chicago,58598,Refunded,None,Returning,FREESHIP,East,766,
TXN-61829,1/15/2023,"SMITH, JANE",user1797@gmail.com,00724,Electronics,4,$416.77,$623.28,0,1174.1,STRIPE,Illinois,San Francisco,89580,PENDING,Defective,New,,West,494,
TXN-59105,6/3/2023,"doe, john",user1798@gmail.com,00686,Books,3,$156.48,$1690.20,0,909.98,PayPal,Texas,NYC,98104,Completed,None,Returning,FREESHIP,Northeast,554,
TXN-33310,9/25/2023,Alice Brown,user1799@gmail.com,00878,Home & Kitchen,5,$392.51,$1004.52,0,859.84,cc,Florida,Miami,66934,cancelled,None,Returning,,East,596,
104810,2023-08-01,J. Doe, ,433,apparel,5,$139.03,$1690.69,11%,,cc,New York,Miami,80391,Refunded,None,New,SUMMER10,East,N/A,Call customer
TXN-63808,10/6/2023,"doe, john",user1801@gmail.com,00843,Electronics,5,$140.16,$1418.74,0,1347.42,apple_pay,FL,NYC,49119,Completed,Late,Returning,,South,368,
TXN-87822,8/15/2023,John Doe,user1802@gmail.com,00152,Books,1,$63.80,$1924.62,0,968.74,apple_pay,Florida,NYC,47714,PENDING,Late,Returning,WELCOME5,North,838,
TXN-96410,5/23/2023,"SMITH, JANE",user1803@gmail.com,00595,Home & Kitchen,2,$182.67,$1047.92,0,1443.27,cc,FL,Austin,23613,shipped,Late,New,,East,663,
TXN-93083,8/10/2023,John Doe,user1804@gmail.com,00502,Toys,3,$439.01,$1061.14,11%,933.17,cc,NY,NYC,28948,PENDING,Late,Returning,FREESHIP,East,565,
TXN-12313,2023-11-24,"SMITH, JANE",user1805@gmail.com,00904,Apparel,4,$375.95,$952.12,0,736.82,STRIPE,California,Miami,62750,Completed,Size,Returning,,Northeast,N/A,
TXN-44405,11/21/2023,John Doe,user1806@gmail.com,00895,Home & Kitchen,4,$92.15,$820.11,0,1106.73,cc,Florida,San Francisco,49398,Completed,None,New,SUMMER10,East,410,
TXN-87712,8/21/2023,Alice Brown,user1807@gmail.com,00198,Apparel,4,$338.03,$1233.71,0,1215.94,PayPal,TX,San Francisco,82872,cancelled,Late,Returning,,Northeast,348,
TXN-15470,9/23/2023,"doe, john",user1808@gmail.com,611,Apparel,3,$359.80,$1103.63,8%,697.6,PayPal,Illinois,Miami,23208,Completed,Defective,Returning,None,East,630,
TXN-98841,1/22/2023,John Doe,user1809@gmail.com,00876,Electronics,4,$377.36,$1910.18,0,695.42,cc,Illinois,San Francisco,74078,PENDING,None,New,,Northeast,182,
169337,2023-06-11,Alice Brown,user1810@gmail.com,00200,Beauty,2,$63.82,$1697.19,0,871.67,PayPal,il,Chicago,65603,Refunded,None,Returning,WELCOME5,East,N/A,
TXN-35944,7/16/2023,"doe, john",user1811@gmail.com,00476,Books,3,$354.58,$1391.52,0,77.76,Credit Card,Florida,NYC,27411,PENDING,,Returning,,South,276,
TXN-21190,4/8/2023,J. Doe,user1812@gmail.com,00939,electronics,2,$309.92,$611.62,11%,80.22,apple_pay,TX,NYC,74552,cancelled,,New,WELCOME5,West,414,
TXN-98129,4/11/2023,Jane Smith,user1813@gmail.com,00829,Books,5,$212.88,$1652.94,0,1327.81,cc,il,San Francisco,35692,Completed,Defective,Returning,,West,689,
TXN-39927,6/25/2023,Alice Brown,user1814@gmail.com,00547,Apparel,5,$408.74,$1084.75,0,47.53,PayPal,Texas,NYC,97738,Refunded,Size,Returning,None,Northeast,968,
TXN-44657,2023-12-25,John Doe, ,00244,Toys,5,$201.27,$1908.46,0,164.49,PayPal,NY,NYC,31790,Completed,Late,New,,South,N/A,
TXN-52240,3/26/2023,Jane Smith,user1816@gmail.com,184,Electronics,5,$249.72,$1462.87,9%,1265.92,STRIPE,TX,Miami,51742,Refunded,Late,Returning,FREESHIP,West,936,
TXN-58798,12/7/2023,"doe, john",user1817@gmail.com,00483,Books,3,$147.28,$1886.80,0,172.97,Credit Card,il,Austin,21184,shipped,None,Returning,,West,192,
TXN-77005,1/22/2023,J. Doe,user1818@gmail.com,00247,Electronics,2,$280.78,$1472.10,0,814.41,STRIPE,New York,Miami,66208,PENDING,Late,New,SUMMER10,Northeast,797,
TXN-46629,8/3/2023,J. Doe,user1819@gmail.com,00491,Books,2,$91.25,$1919.18,0,398.94,STRIPE,New York,NYC,41841,cancelled,Late,Returning,,North,920,
112772,2023-02-06,Jane Smith,user1820@gmail.com,00273,Toys,2,$456.59,$517.13,5%,,STRIPE,Florida,Miami,48152,Refunded,None,Returning,SUMMER10,Northeast,N/A,
TXN-11385,7/22/2023,Alice Brown,user1821@gmail.com,00594,Beauty,1,$485.95,$855.86,0,702.9,PayPal,Illinois,Austin,10338,Refunded,None,New,,West,705,
TXN-18608,11/14/2023,"doe, john",user1822@gmail.com,00196,Beauty,2,$30.48,$1318.40,0,1269.88,apple_pay,il,San Francisco,96084,cancelled,Defective,Returning,None,Northeast,227,
TXN-15861,4/27/2023,Alice Brown,user1823@gmail.com,00265,Beauty,3,$330.63,$1693.77,0,392.49,apple_pay,Florida,Austin,24311,PENDING,,Returning,,North,410,
TXN-14850,6/23/2023,Alice Brown,user1824@gmail.com,870,home & kitchen,5,$344.05,$1080.36,13%,1196.17,STRIPE,CA,Chicago,73772,Completed,Size,New,FREESHIP,South,344,
TXN-96770,2023-02-23,"SMITH, JANE",user1825@gmail.com,00561,Books,1,$70.46,$603.73,0,1296.43,STRIPE,Illinois,San Francisco,34619,Refunded,,Returning,,South,N/A,
TXN-85966,7/15/2023,John Doe,user1826@gmail.com,00573,Apparel,2,$67.75,$998.17,0,377.44,STRIPE,New York,Miami,28159,cancelled,Size,Returning,None,North,143,
TXN-32836,2/14/2023,"SMITH, JANE",user1827@gmail.com,00852,Electronics,5,$356.84,$1183.24,0,1191.07,STRIPE,CA,NYC,89099,shipped,Size,New,,East,558,
TXN-40250,9/27/2023,J. Doe,user1828@gmail.com,00296,Books,5,$323.00,$506.39,16%,678.47,cc,California,Miami,50828,cancelled,Late,Returning,None,Northeast,222,
TXN-55240,2/1/2023,"doe, john",user1829@gmail.com,00852,Electronics,3,$33.07,$1711.71,0,141.76,STRIPE,New York,NYC,21374,PENDING,Late,Returning,,East,525,
183202,2023-10-23,Jane Smith, ,00679,Toys,1,$466.55,$1008.31,0,1139.97,STRIPE,Florida,San Francisco,74589,Refunded,Defective,New,None,North,N/A,
TXN-35198,1/12/2023,Jane Smith,user1831@gmail.com,00612,Beauty,1,$447.69,$955.20,0,203.06,apple_pay,CA,Austin,22218,Refunded,Late,Returning,,Northeast,828,
TXN-40390,11/21/2023,"SMITH, JANE",user1832@gmail.com,704,Apparel,2,$127.14,$1077.78,13%,181.8,STRIPE,Florida,Miami,69966,Refunded,None,Returning,SUMMER10,North,397,
TXN-46675,4/10/2023,J. Doe,user1833@gmail.com,00771,Books,5,$401.53,$1182.57,0,956.18,PayPal,California,Miami,40976,Completed,Size,New,,South,181,
TXN-44628,10/26/2023,Jane Smith,user1834@gmail.com,00866,Books,4,$173.33,$1632.40,0,754.81,cc,Texas,San Francisco,10042,cancelled,,Returning,FREESHIP,Northeast,879,
TXN-15660,2023-10-10,Alice Brown,user1835@gmail.com,00994,Beauty,2,$423.41,$1312.10,0,1486.33,apple_pay,CA,Austin,47946,shipped,None,Returning,,North,N/A,
TXN-69639,10/25/2023,"SMITH, JANE",user1836@gmail.com,00468,toys,3,$403.35,$1120.33,8%,166.73,Credit Card,Florida,Chicago,71952,Refunded,Late,New,None,East,296,
TXN-98291,12/12/2023,Jane Smith,user1837@gmail.com,00449,Beauty,2,$260.75,$1685.37,0,236.03,apple_pay,Illinois,NYC,48802,PENDING,Late,Returning,,East,965,
TXN-99168,1/25/2023,"doe, john",user1838@gmail.com,00693,Electronics,5,$258.66,$1934.96,0,576.54,cc,FL,San Francisco,66868,Refunded,,Returning,WELCOME5,West,69,
TXN-38637,9/5/2023,Jane Smith,user1839@gmail.com,00900,Toys,4,$26.55,$1651.29,0,669.86,apple_pay,Florida,Miami,88137,cancelled,None,New,,North,775,
185754,2023-04-19,"SMITH, JANE",user1840@gmail.com,945,Beauty,2,$194.36,$1245.50,10%,,apple_pay,California,San Francisco,17231,Refunded,Size,Returning,FREESHIP,North,N/A,
TXN-27041,9/20/2023,Jane Smith,user1841@gmail.com,00276,Home & Kitchen,1,$209.36,$1950.25,0,983.21,PayPal,TX,NYC,31491,shipped,Size,Returning,,South,53,
TXN-28756,4/20/2023,"SMITH, JANE",user1842@gmail.com,00335,Apparel,3,$195.75,$1681.25,0,1223.45,Credit Card,FL,Chicago,43893,shipped,Defective,New,None,Northeast,352,
TXN-95769,3/7/2023,J. Doe,user1843@gmail.com,00548,Toys,4,$168.33,$710.86,0,465.23,PayPal,il,Austin,41777,Refunded,Defective,Returning,,North,804,
TXN-60140,5/9/2023,"SMITH, JANE",user1844@gmail.com,00947,Toys,3,$150.76,$1218.31,15%,375.66,Credit Card,Illinois,Chicago,11285,cancelled,Size,Returning,FREESHIP,East,986,
TXN-50765,2023-03-17,John Doe, ,00431,Home & Kitchen,4,$211.00,$1990.04,0,1456.23,cc,Texas,San Francisco,72871,PENDING,None,New,,Northeast,N/A,
TXN-79472,11/15/2023,"SMITH, JANE",user1846@gmail.com,00506,Electronics,2,$30.60,$1583.16,0,1426.92,PayPal,California,NYC,19851,Refunded,Defective,Returning,SUMMER10,Northeast,992,
TXN-52733,9/13/2023,Jane Smith,user1847@gmail.com,00313,Toys,5,$334.30,$1309.92,0,713.24,STRIPE,Florida,NYC,78078,Refunded,Size,Returning,,North,257,
TXN-30644,5/19/2023,J. Doe,user1848@gmail.com,916,beauty,2,$292.38,$669.65,17%,471.47,Credit Card,FL,San Francisco,40730,shipped,Size,New,SUMMER10,West,4,
TXN-12540,6/3/2023,Alice Brown,user1849@gmail.com,00142,Home & Kitchen,5,$248.96,$1007.71,0,128.14,Credit Card,NY,NYC,95994,Completed,Defective,Returning,,West,369,
